word;polarity_n0;polarity_n1
parrudo;POL:N0=-1;
participativo;POL:N0=1;
partidarista;POL:N0=-1;
partido;POL:N0=-1;
partir o coração a;POL:N0=-1;POL:N1=0
parvalhão;POL:N0=-1;
parvo;POL:N0=-1;
parvoíce;POL:N0=-1;
parvónio;POL:N0=-1;
pascácio;POL:N0=-1;
pasmado;POL:N0=-1;
paspalhão;POL:N0=-1;
paspalho;POL:N0=-1;
passadista;POL:N0=-1;
passado;POL:N0=-1;
passar a batata quente a;POL:N0=-1;POL:N1=0
passar à frente a;POL:N0=1;POL:N1=-1
passar à história;POL:N0=-1;
passar a perna a;POL:N0=-1;POL:N1=0
passar cheques em branco;POL:N0=-1;
passar desta para melhor;POL:N0=-1;
passar dos limites;POL:N0=-1;
passar fome;POL:N0=-1;
passar por dificuldades;POL:N0=-1;
passável;POL:N0=1;
passeador;POL:N0=0;
passeante;POL:N0=0;
passeiro;POL:N0=-1;
passivo;POL:N0=-1;
pastel;POL:N0=1;
pastelão;POL:N0=-1;
pastrano;POL:N0=-1;
pataqueiro;POL:N0=-1;
patarata;POL:N0=-1;
patau;POL:N0=-1;
patego;POL:N0=-1;
paternal;POL:N0=1;
paternalista;POL:N0=0;
pateta;POL:N0=-1;
patetice;POL:N0=-1;
patético;POL:N0=-1;
patibular;POL:N0=-1;
patifaria;POL:N0=-1;
patife;POL:N0=-1;
patinar;POL:N0=-1;
patola;POL:N0=-1;
patriarcal;POL:N0=1;
patriota;POL:N0=1;
patrioteiro;POL:N0=-1;
patriótico;POL:N0=1;
patudo;POL:N0=-1;
patusco;POL:N0=-1;
pau de cabeleira;POL:N0=-1;
pavonear-se;POL:N0=-1;
pavor;POL:N0=-1;
pavoroso;POL:N0=-1;
pecado;POL:N0=-1;
pecador;POL:N0=-1;
pecar;POL:N0=-1;
pechoso;POL:N0=-1;
peco;POL:N0=-1;
peculiar;POL:N0=0;
pedante;POL:N0=-1;
pedantice;POL:N0=-1;
pedantismo;POL:N0=-1;
pedestre;POL:N0=0;
pedinte;POL:N0=-1;
pedrado;POL:N0=-1;
pegajoso;POL:N0=-1;
peganhento;POL:N0=-1;
peguilhento;POL:N0=-1;
peitado;POL:N0=-1;
peitudo;POL:N0=0;
pelado;POL:N0=0;
pelintra;POL:N0=-1;
peludo;POL:N0=0;
penalizado;POL:N0=-1;
penalizar;POL:N0=0;POL:N1=-1
pencudo;POL:N0=-1;
pendurado;POL:N0=-1;
pendurar as botas;POL:N0=-1;
peneirento;POL:N0=-1;
penetra;POL:N0=-1;
penetrante;POL:N0=1;
penitenciar-se;POL:N0=-1;
penitente;POL:N0=0;
penoso;POL:N0=-1;
pensador;POL:N0=0;
pensativo;POL:N0=0;
pequenez;POL:N0=-1;
perceptível;POL:N0=1;
perceptivo;POL:N0=1;
percetível;POL:N0=1;
percetivo;POL:N0=1;
perdedor;POL:N0=-1;
perder a cabeça;POL:N0=-1;
perder a compostura;POL:N0=-1;
perder a postura;POL:N0=-1;
perder a razão;POL:N0=-1;
perder as estribeiras;POL:N0=-1;
perder o juízo;POL:N0=-1;
perder o norte;POL:N0=-1;
perder o pio;POL:N0=-1;
perder os sentidos;POL:N0=-1;
perder terreno;POL:N0=-1;
perder;POL:N0=-1;POL:N1=0
perdido;POL:N0=-1;
perdoado;POL:N0=0;
perdoador;POL:N0=0;
perdoável;POL:N0=0;
perdulário;POL:N0=-1;
perecedor;POL:N0=-1;
perecível;POL:N0=-1;
peregrino;POL:N0=1;
peremptório;POL:N0=1;
perentório;POL:N0=1;
perfeição;POL:N0=1;
perfeito;POL:N0=1;
perfídia;POL:N0=-1;
pérfido;POL:N0=-1;
perfumado;POL:N0=1;
perguntador;POL:N0=0;
perigo;POL:N0=-1;
perigosidade;POL:N0=-1;
perigoso;POL:N0=-1;
perito;POL:N0=1;
permanente;POL:N0=0;
permissivo;POL:N0=-1;
perneta;POL:N0=-1;
pernicioso;POL:N0=-1;
pernóstico;POL:N0=-1;
perplexo;POL:N0=-1;
perro;POL:N0=-1;
perscrutador;POL:N0=0;
perseguir;POL:N0=-1;POL:N1=0
perseverança;POL:N0=1;
perseverante;POL:N0=1;
persistente;POL:N0=1;
perspicácia;POL:N0=1;
perspicaz;POL:N0=1;
perspicuidade;POL:N0=1;
perspícuo;POL:N0=1;
persuadido;POL:N0=-1;
persuasivo;POL:N0=1;
persuasor;POL:N0=0;
persuasório;POL:N0=0;
pertinácia;POL:N0=-1;
pertinaz;POL:N0=-1;
pertinência;POL:N0=1;
pertinente;POL:N0=1;
perturbação;POL:N0=-1;
perturbações de carácter;POL:N0=-1;
perturbações de caráter;POL:N0=-1;
perturbado;POL:N0=-1;
perturbador;POL:N0=-1;
perturbante;POL:N0=-1;
perturbar;POL:N0=1;POL:N1=-1
perversidade;POL:N0=-1;
perverso;POL:N0=-1;
pervertedor;POL:N0=-1;
perverter;POL:N0=-1;POL:N1=-1
pervertidade;POL:N0=-1;
pervertido;POL:N0=-1;
pesadão;POL:N0=-1;
pesaroso;POL:N0=-1;
pesporrência;POL:N0=-1;
pesporrente;POL:N0=-1;
pessimismo;POL:N0=-1;
pessimista;POL:N0=-1;
péssimo;POL:N0=-1;
pestanejante;POL:N0=0;
pétreo;POL:N0=-1;
petrificado;POL:N0=-1;
petrificante;POL:N0=-1;
petulância;POL:N0=-1;
petulante;POL:N0=-1;
piada;POL:N0=-1;
picado;POL:N0=-1;
picante;POL:N0=-1;
picareta falante;POL:N0=-1;
pícaro;POL:N0=-1;
picuinhas;POL:N0=-1;
piedoso;POL:N0=1;
piegas;POL:N0=-1;
pieguice;POL:N0=-1;
pífio;POL:N0=-1;
pigmeu;POL:N0=-1;
pimpão;POL:N0=-1;
pindérico;POL:N0=-1;
pinguço;POL:N0=-1;
pinoca;POL:N0=-1;
pintalegrete;POL:N0=-1;
piolhoso;POL:N0=-1;
pior;POL:N0=-1;
piorar;POL:N0=-1;
pipi;POL:N0=-1;
piração;POL:N0=-1;
pirado;POL:N0=-1;
piranga;POL:N0=-1;
pirangueiro;POL:N0=-1;
pirar;POL:N0=-1;
pirata;POL:N0=-1;
piromania;POL:N0=-1;
piromaníaco;POL:N0=-1;
pirómano;POL:N0=-1;
pirosice;POL:N0=-1;
piroso;POL:N0=-1;
pisado;POL:N0=-1;
pisar na bola;POL:N0=-1;
pisar o risco;POL:N0=-1;
pisco;POL:N0=-1;
pitónico;POL:N0=-1;
pitoresco;POL:N0=1;
pitosga;POL:N0=-1;
plácido;POL:N0=1;
plangência;POL:N0=-1;
plangente;POL:N0=-1;
platónico;POL:N0=0;
plausível;POL:N0=1;
plebeu;POL:N0=-1;
pobre coitado;POL:N0=-1;
pobre de espírito;POL:N0=-1;
pobre e mal agradecido;POL:N0=-1;
pobre;POL:N0=-1;
pobretana;POL:N0=-1;
pobretão;POL:N0=-1;
pobrete;POL:N0=-1;
pobreza de espírito;POL:N0=-1;
pobreza;POL:N0=-1;
poderoso;POL:N0=0;
podre;POL:N0=-1;
poético;POL:N0=0;
poleiro;POL:N0=-1;
polémica;POL:N0=-1;
polémico;POL:N0=-1;
polemista;POL:N0=-1;
poliandra;POL:N0=0;
polido;POL:N0=0;
politicante;POL:N0=-1;
politiqueiro;POL:N0=-1;
politiquice;POL:N0=-1;
polivalente;POL:N0=1;
poltrão;POL:N0=-1;
poluir;POL:N0=-1;
pomposo;POL:N0=0;
ponderação;POL:N0=1;
ponderado;POL:N0=1;
ponderoso;POL:N0=1;
pontapear;POL:N0=1;POL:N1=-1
ponto fraco;POL:N0=-2;
ponto fraco;POL:N0=-3;
pontual;POL:N0=1;
pontualidade;POL:N0=1;
pontudo;POL:N0=-1;
popular;POL:N0=1;
popularidade;POL:N0=1;
populismo;POL:N0=-1;
populista;POL:N0=-1;
porcalhão;POL:N0=-1;
porcaria;POL:N0=-1;
porcino;POL:N0=-1;
porco;POL:N0=-1;
porfiado;POL:N0=-1;
pornografia;POL:N0=-1;
pornográfico;POL:N0=-1;
porreiro;POL:N0=1;
portentoso;POL:N0=1;
positividade;POL:N0=1;
positivo;POL:N0=1;
possante;POL:N0=1;
possessão;POL:N0=-1;
possessividade;POL:N0=-1;
possessivo;POL:N0=-1;
possesso;POL:N0=-1;
possibilista;POL:N0=0;
possidónio;POL:N0=-1;
possuído;POL:N0=-1;
postiço;POL:N0=-1;
potente;POL:N0=1;
poupado;POL:N0=1;
pragmático;POL:N0=1;
pragmatismo;POL:N0=1;
pragmatista;POL:N0=0;
prático;POL:N0=1;
prazenteiro;POL:N0=1;
precariedade;POL:N0=-1;
precatado;POL:N0=1;
precavido;POL:N0=1;
precioso;POL:N0=1;
precipitado;POL:N0=-1;
precipitar-se;POL:N0=-1;
precisado;POL:N0=-1;
precisão;POL:N0=1;
precisar de comer farinha maizena;POL:N0=-1;
preclaro;POL:N0=1;
precoce;POL:N0=-1;
preconceito;POL:N0=-1;
preconceituoso;POL:N0=-1;
predilecto;POL:N0=1;
predileto;POL:N0=1;
preeminente;POL:N0=1;
preferido;POL:N0=1;
preferir;POL:N0=0;POL:N1=1
pregar aos peixes;POL:N0=-1;
preguiça;POL:N0=-1;
preguiçoso;POL:N0=-1;
prejudicado;POL:N0=-1;
prejudicar;POL:N0=-1;POL:N1=0
prejudicial;POL:N0=-1;
premeditado;POL:N0=-1;
premiado;POL:N0=1;
premido;POL:N0=0;
prendado;POL:N0=1;
preocupado;POL:N0=-1;
preparado;POL:N0=1;
prepotência;POL:N0=-1;
prepotente;POL:N0=-1;
presbíope;POL:N0=-1;
presbiopia;POL:N0=-1;
presbitismo;POL:N0=-1;
presciente;POL:N0=1;
presente;POL:N0=1;
preservado;POL:N0=1;
presidiário;POL:N0=-1;
preso;POL:N0=-1;
pressuroso;POL:N0=0;
prestabilidade;POL:N0=1;
prestante;POL:N0=1;
prestativo;POL:N0=1;
prestável;POL:N0=1;
prestigiado;POL:N0=1;
prestigiante;POL:N0=1;
prestígio;POL:N0=1;
prestigioso;POL:N0=1;
prestimoso;POL:N0=1;
presto;POL:N0=1;
presumido;POL:N0=-1;
presumível;POL:N0=-1;
presunção;POL:N0=-1;
presunçoso;POL:N0=-1;
pretensiosismo;POL:N0=-1;
pretensioso;POL:N0=-1;
pretenso;POL:N0=-1;
prevenido;POL:N0=1;
previdente;POL:N0=1;
prezado;POL:N0=1;
prezável;POL:N0=1;
primitivo;POL:N0=-1;
primoroso;POL:N0=1;
prisão;POL:N0=-1;
prisioneiro;POL:N0=-1;
privilegiado;POL:N0=0;
problema;POL:N0=-1;
problemático;POL:N0=-1;
probo;POL:N0=1;
processado;POL:N0=-1;
prodigioso;POL:N0=1;
produtividade;POL:N0=1;
produtivo;POL:N0=1;
proeminente;POL:N0=1;
profanador;POL:N0=-1;
profano;POL:N0=-1;
professo;POL:N0=0;
proficiente;POL:N0=1;
profícuo;POL:N0=1;
profissional;POL:N0=1;
profissionalismo;POL:N0=1;
profundo;POL:N0=0;
profuso;POL:N0=-1;
progressista;POL:N0=1;
proibitivo;POL:N0=-1;
prolífero;POL:N0=1;
prolífico;POL:N0=1;
prolixo;POL:N0=-1;
prometedor;POL:N0=1;
prometer mundos e fundos;POL:N0=-1;
promiscuidade;POL:N0=-1;
promíscuo;POL:N0=-1;
promissor;POL:N0=1;
promitente;POL:N0=1;
pronóstico;POL:N0=-1;
propenso;POL:N0=0;
propício;POL:N0=1;
proporcional;POL:N0=1;
prosaico;POL:N0=-1;
proscrito;POL:N0=-1;
prosista;POL:N0=-1;
prosperar;POL:N0=1;
prosperidade;POL:N0=1;
próspero;POL:N0=1;
prostituído;POL:N0=-1;
prostituir-se;POL:N0=-1;
prostituto;POL:N0=-1;
prostrado;POL:N0=-1;
protector;POL:N0=1;
protervo;POL:N0=-1;
protestação;POL:N0=-1;
protestante;POL:N0=0;
protestativo;POL:N0=0;
protesto;POL:N0=-1;
protetor;POL:N0=1;
provecto;POL:N0=0;
proveitoso;POL:N0=1;
providência;POL:N0=1;
providencial;POL:N0=1;
providente;POL:N0=1;
provincianismo;POL:N0=-1;
provinciano;POL:N0=-1;
provocação;POL:N0=-1;
provocador;POL:N0=-1;
provocante;POL:N0=-1;
provocar;POL:N0=1;POL:N1=-1
provocativo;POL:N0=-1;
provocatório;POL:N0=-1;
provocável;POL:N0=-1;
prudência;POL:N0=1;
prudente;POL:N0=1;
pseudo-intelectual;POL:N0=-1;
psicopata;POL:N0=-1;
psicopatia;POL:N0=-1;
psicose;POL:N0=-1;
psicótico;POL:N0=-1;
pudendo;POL:N0=0;
pudibundo;POL:N0=0;
pudico;POL:N0=0;
pueril;POL:N0=-1;
pugnaz;POL:N0=0;
pujante;POL:N0=1;
pulcro;POL:N0=1;
pulha;POL:N0=-1;
pulhice;POL:N0=-1;
pulverizado;POL:N0=-1;
pundonoroso;POL:N0=1;
pungente;POL:N0=0;
punido;POL:N0=-1;
punir;POL:N0=1;POL:N1=-1
pureza;POL:N0=1;
purificado;POL:N0=1;
purista;POL:N0=0;
puritano;POL:N0=-1;
puro;POL:N0=1;
púrrio;POL:N0=-1;
pusilânime;POL:N0=-1;
puto;POL:N0=-1;
putrefato;POL:N0=-1;
pútrido;POL:N0=-1;
puxadinho;POL:N0=-1;
quadrado;POL:N0=-1;
quadrúpede;POL:N0=-1;
qualificado;POL:N0=1;
quebrado;POL:N0=-1;
quebrantado;POL:N0=-1;
quebrantar;POL:N0=-1;
quebrar a promessa eleitoral;POL:N0=-1;
quebrar a promessa;POL:N0=-1;
quebrar as regras do jogo;POL:N0=-1;
quebrar as regras;POL:N0=-1;
quebrar;POL:N0=-1;
queimado;POL:N0=-1;
queimar tempo;POL:N0=-1;
queimar-se;POL:N0=-1;
queimar;POL:N0=1;POL:N1=-1
queixinhas;POL:N0=-1;
queixoso;POL:N0=-1;
queixudo;POL:N0=-1;
quente;POL:N0=0;
queque;POL:N0=-1;
querer poleiro;POL:N0=-1;
querer tacho;POL:N0=-1;
querido;POL:N0=1;
querubínico;POL:N0=1;
questionável;POL:N0=-1;
quezilento;POL:N0=-1;
quezília;POL:N0=-1;
quieto;POL:N0=0;
quisto;POL:N0=1;
quixotesco;POL:N0=-1;
rabelaisiano;POL:N0=-1;
rabeta;POL:N0=-1;
rabicho;POL:N0=-1;
rabigo;POL:N0=0;
rabino;POL:N0=-1;
rabudo;POL:N0=-1;
rabugento;POL:N0=-1;
rabugice;POL:N0=-1;
rabulista;POL:N0=-1;
racional;POL:N0=1;
racionalista;POL:N0=0;
racista;POL:N0=-1;
radiante;POL:N0=1;
radical;POL:N0=0;
radicalista;POL:N0=-1;
radioso;POL:N0=1;
raiva;POL:N0=-1;
raivento;POL:N0=-1;
raivoso;POL:N0=-1;
ralado;POL:N0=-1;
ralador;POL:N0=-1;
ralhão;POL:N0=-1;
ralhar;POL:N0=0;POL:N1=-1
ralheta;POL:N0=-1;
rameloso;POL:N0=-1;
rancor;POL:N0=-1;
rancores;POL:N0=-1;
rancoroso;POL:N0=-1;
rançoso;POL:N0=-1;
ranheta;POL:N0=-1;
ranhosice;POL:N0=-1;
ranhoso;POL:N0=-1;
ranzinza;POL:N0=-1;
rápido;POL:N0=1;
rapioqueiro;POL:N0=-1;
raposeiro;POL:N0=-1;
raposino;POL:N0=-1;
raquítico;POL:N0=-1;
raquitismo;POL:N0=-1;
raro;POL:N0=1;
rasca;POL:N0=-1;
rasgado;POL:N0=-1;
rasteiro;POL:N0=-1;
rastejante;POL:N0=-1;
rato;POL:N0=0;
razoável;POL:N0=1;
reaccionário;POL:N0=-1;
reacionário;POL:N0=-1;
reactivo;POL:N0=-1;
real;POL:N0=1;
realismo;POL:N0=1;
realista;POL:N0=1;
realizado;POL:N0=1;
reativo;POL:N0=-1;
rebaixado;POL:N0=-1;
rebaixar-se;POL:N0=-1;
rebaixar;POL:N0=1;POL:N1=-1
rebarbativo;POL:N0=-1;
rebater;POL:N0=1;POL:N1=-1
rebatido;POL:N0=-1;
rebelado;POL:N0=-1;
rebelde;POL:N0=-1;
rebuscado;POL:N0=-1;
recalcado;POL:N0=-1;
recalcamento;POL:N0=-1;
recalcitrante;POL:N0=-1;
recatado;POL:N0=1;
receoso;POL:N0=-1;
receptível;POL:N0=1;
receptividade;POL:N0=1;
receptivo;POL:N0=1;
recetível;POL:N0=1;
recetividade;POL:N0=1;
recetivo;POL:N0=1;
rechaçado;POL:N0=-1;
rechonchudo;POL:N0=-1;
recluso;POL:N0=-1;
recomendado;POL:N0=1;
recomendável;POL:N0=1;
recomposto;POL:N0=1;
reconciliador;POL:N0=1;
reconfortado;POL:N0=1;
reconstituído;POL:N0=1;
recreativo;POL:N0=1;
recriminador;POL:N0=-1;
recriminar;POL:N0=0;POL:N1=-1
rectidão;POL:N0=1;
rectilíneo;POL:N0=1;
recto;POL:N0=1;
recuperado;POL:N0=1;
recuperável;POL:N0=1;
recusado;POL:N0=-1;
redentor;POL:N0=0;
redimível;POL:N0=0;
redivivo;POL:N0=1;
redondo;POL:N0=-1;
reducionista;POL:N0=-1;
redundância;POL:N0=-1;
redundante;POL:N0=-1;
redutor;POL:N0=-1;
reduzido;POL:N0=-1;
reelegível;POL:N0=1;
reeleito;POL:N0=1;
refalsado;POL:N0=-1;
refeito;POL:N0=1;
refilão;POL:N0=-1;
refinado;POL:N0=0;
reflectido;POL:N0=1;
reflectivo;POL:N0=1;
refletido;POL:N0=1;
refletivo;POL:N0=1;
reflexivo;POL:N0=1;
reforçado;POL:N0=1;
refractário;POL:N0=-1;
refratário;POL:N0=-1;
refrescado;POL:N0=0;
refrescante;POL:N0=1;
refugiado;POL:N0=-1;
refugiar-se;POL:N0=-1;
refulgente;POL:N0=1;
refutado;POL:N0=-1;
refutar;POL:N0=1;POL:N1=-1
regalado;POL:N0=1;
regatão;POL:N0=-1;
regateador;POL:N0=-1;
regateiro;POL:N0=-1;
regelado;POL:N0=-1;
regenerado;POL:N0=1;
regenerável;POL:N0=1;
régio;POL:N0=1;
regrado;POL:N0=1;
regular;POL:N0=1;
reinadio;POL:N0=1;
reinante;POL:N0=1;
reincidente;POL:N0=-1;
reivindicador;POL:N0=0;
reivindicativo;POL:N0=0;
rejeitado;POL:N0=-1;
rejuvenescido;POL:N0=1;
relambório;POL:N0=-1;
relapso;POL:N0=-1;
relaxado;POL:N0=-1;
reles;POL:N0=-1;
relevante;POL:N0=1;
religioso;POL:N0=0;
remansado;POL:N0=0;
remansoso;POL:N0=0;
remediado;POL:N0=0;
remelado;POL:N0=-1;
remeloso;POL:N0=-1;
remendado;POL:N0=-1;
remendão;POL:N0=-1;
remendeiro;POL:N0=-1;
remisso;POL:N0=-1;
remoçado;POL:N0=1;
renascer das cinzas;POL:N0=1;
render-se;POL:N0=-1;
renegado;POL:N0=-1;
renitente;POL:N0=0;
renovado;POL:N0=1;
repelente;POL:N0=-1;
repelido;POL:N0=-1;
repelir;POL:N0=1;POL:N1=-1
repentinoso;POL:N0=-1;
repetente;POL:N0=-1;
repetitivo;POL:N0=-1;
repimpado;POL:N0=0;
replicador;POL:N0=-1;
reposto;POL:N0=1;
repreender;POL:N0=0;POL:N1=-1
repreensível;POL:N0=-1;
represo;POL:N0=-1;
repressão;POL:N0=-1;
repressivo;POL:N0=-1;
repressor;POL:N0=-1;
reprimido;POL:N0=-1;
reprimir;POL:N0=1;POL:N1=-1
reprovação;POL:N0=-1;
reprovado;POL:N0=-1;
reprovador;POL:N0=-1;
reprovar;POL:N0=0;POL:N1=-1
reprovável;POL:N0=-1;
reptante;POL:N0=-1;
réptil;POL:N0=-1;
repudiar;POL:N0=0;POL:N1=-1
repugnância;POL:N0=-1;
repugnante;POL:N0=-1;
repulsão;POL:N0=-1;
repulsivo;POL:N0=-1;
repulso;POL:N0=-1;
reputado;POL:N0=1;
requebrado;POL:N0=-1;
requebro;POL:N0=-1;
requintado;POL:N0=1;
reservado;POL:N0=0;
resignado;POL:N0=-1;
resmungão;POL:N0=-1;
resmunguice;POL:N0=-1;
resoluto;POL:N0=1;
resolvido;POL:N0=1;
respeitabilidade;POL:N0=1;
respeitado;POL:N0=1;
respeitador;POL:N0=1;
respeitar;POL:N0=0;POL:N1=1
respeitável;POL:N0=1;
respeito;POL:N0=1;
respeitoso;POL:N0=1;
respingão;POL:N0=-1;
respondão;POL:N0=-1;
respondedor;POL:N0=-1;
responsabilidade;POL:N0=1;
responsabilizar;POL:N0=0;POL:N1=-1
responsabilizável;POL:N0=0;
responsável;POL:N0=1;
ressabiado;POL:N0=-1;
ressabido;POL:N0=1;
ressarcido;POL:N0=1;
ressentido;POL:N0=-1;
ressequido;POL:N0=-1;
ressuscitado;POL:N0=1;
restabelecido;POL:N0=1;
restaurado;POL:N0=1;
restringido;POL:N0=-1;
restritivo;POL:N0=0;
retardado;POL:N0=-1;
reticente;POL:N0=-1;
retidão;POL:N0=1;
retido;POL:N0=-1;
retilíneo;POL:N0=1;
reto;POL:N0=1;
retorcido;POL:N0=-1;
retórico;POL:N0=-1;
retorto;POL:N0=-1;
retracto;POL:N0=-1;
retraído;POL:N0=-1;
retrair-se;POL:N0=-1;
retrete;POL:N0=-1;
retrocesso;POL:N0=-1;
retrogradação;POL:N0=-1;
retrógrado;POL:N0=-1;
retrospectivo;POL:N0=0;
retrospetivo;POL:N0=0;
retumbante;POL:N0=-1;
réu;POL:N0=-1;
revel;POL:N0=-1;
revelho;POL:N0=-1;
reverenciado;POL:N0=1;
reverenciador;POL:N0=0;
reverencioso;POL:N0=0;
reverente;POL:N0=0;
revigorado;POL:N0=1;
revoltado;POL:N0=-1;
revoltante;POL:N0=-1;
revoltar-se;POL:N0=0;POL:N1=-1
revoltoso;POL:N0=-1;
revolucionado;POL:N0=-1;
revolucionário;POL:N0=0;
rezina;POL:N0=-1;
rezingão;POL:N0=-1;
ribaldeiro;POL:N0=-1;
ribaldo;POL:N0=-1;
ricaço;POL:N0=0;
ricalhaço;POL:N0=0;
rico;POL:N0=1;
ridente;POL:N0=1;
ridicularização;POL:N0=-1;
ridicularizador;POL:N0=-1;
ridicularizante;POL:N0=-1;
ridicularizar-se;POL:N0=-1;
ridicularizar;POL:N0=1;POL:N1=-1
ridiculez;POL:N0=-1;
ridículo;POL:N0=-1;
ridículo;POL:N0=-1;
rígido;POL:N0=0;
rigor;POL:N0=1;
rigorista;POL:N0=-1;
rigoroso;POL:N0=1;
rijo;POL:N0=1;
risível;POL:N0=-1;
risonho;POL:N0=1;
rispidez;POL:N0=-1;
ríspido;POL:N0=-1;
robustecido;POL:N0=1;
robustez;POL:N0=1;
robusto;POL:N0=1;
rodado;POL:N0=-1;
roedor;POL:N0=-1;
roer-se;POL:N0=-1;
rogativo;POL:N0=0;
rolê;POL:N0=-1;
roliço;POL:N0=-1;
romanesco;POL:N0=0;
romântico;POL:N0=0;
rompido;POL:N0=-1;
roncador;POL:N0=-1;
roncante;POL:N0=-1;
roncão;POL:N0=-1;
ronceiro;POL:N0=-1;
rosnar;POL:N0=-1;
rotineiro;POL:N0=0;
roto;POL:N0=-1;
roubado;POL:N0=-1;
roubar;POL:N0=-1;POL:N1=0
rouco;POL:N0=-1;
roufenho;POL:N0=-1;
rouquidão;POL:N0=-1;
rúbeo;POL:N0=0;
rubicundo;POL:N0=0;
ruborescido;POL:N0=0;
ruborizado;POL:N0=0;
rubro;POL:N0=0;
rude;POL:N0=-1;
rudeza ;POL:N0=-1;
rudimentar;POL:N0=-1;
ruído;POL:N0=-1;
ruidoso;POL:N0=-1;
ruim;POL:N0=-1;
ruindade;POL:N0=-1;
ruinoso;POL:N0=-1;
russófobo;POL:N0=-1;
rústico;POL:N0=-1;
sabedor;POL:N0=0;
sabedoria;POL:N0=1;
saber separar as águas;POL:N0=1;
sabichão;POL:N0=-1;
sabido;POL:N0=0;
sábio;POL:N0=1;
sabotar;POL:N0=-1;POL:N1=0
sacado;POL:N0=-1;
sacana;POL:N0=-1;
saciado;POL:N0=0;
sacrificador;POL:N0=0;
sacrificar-se;POL:N0=1;
sacrifício;POL:N0=-1;
sacrilégio;POL:N0=-1;
sacrílego;POL:N0=-1;
sacrista;POL:N0=-1;
sacudir a água do capote;POL:N0=-1;
sacudir;POL:N0=1;POL:N1=-1
sádico;POL:N0=-1;
sadio;POL:N0=1;
sadismo;POL:N0=-1;
sadista;POL:N0=-1;
safado;POL:N0=-1;
safar-se;POL:N0=1;
sáfaro;POL:N0=-1;
sáfio;POL:N0=-1;
safo;POL:N0=0;
sagaz;POL:N0=1;
sage;POL:N0=1;
sagrado;POL:N0=1;
sair de cabeça erguida;POL:N0=1;
sair de mãos a abanar;POL:N0=-1;
sair do armário;POL:N0=1;
sair melhor do que a encomenda;POL:N0=-1;
sair o tiro pela culatra;;POL:N1=-1
sair-se bem;POL:N0=1;
sair-se mal;POL:N0=-1;
saloiice;POL:N0=-1;
saloio;POL:N0=-1;
saltão;POL:N0=-1;
saltar para o poleiro;POL:N0=-1;
saltitante;POL:N0=-1;
salutar;POL:N0=1;
salvar a honra do convento;POL:N0=1;
salvar;POL:N0=1;POL:N1=0
salvável;POL:N0=0;
salvo;POL:N0=1;
sanado;POL:N0=1;
sandeu;POL:N0=-1;
sangrento;POL:N0=-1;
sanguessuga;POL:N0=-1;
sanguinário;POL:N0=-1;
sangüinário;POL:N0=-1;
sanguinolência;POL:N0=-1;
sanguinolento;POL:N0=-1;
sanha;POL:N0=-1;
sanhudo;POL:N0=-1;
santificado;POL:N0=1;
santo;POL:N0=1;
são;POL:N0=1;
sapeca;POL:N0=-1;
sapiência;POL:N0=1;
sapiente;POL:N0=1;
sapudo;POL:N0=-1;
saquear;POL:N0=-1;POL:N1=0
sarado;POL:N0=1;
sarcástico;POL:N0=-1;
sardanapalesco;POL:N0=-1;
sardónico;POL:N0=-1;
sarna;POL:N0=-1;
sarnento;POL:N0=-1;
sarnoso;POL:N0=-1;
satânico;POL:N0=-1;
satanismo;POL:N0=-1;
satírico;POL:N0=-1;
satirizar;POL:N0=0;POL:N1=-1
satisfação;POL:N0=1;
satisfeito;POL:N0=1;
saturado;POL:N0=-1;
saturante;POL:N0=-1;
saudável;POL:N0=1;
sebentice;POL:N0=-1;
sebento;POL:N0=-1;
seboso;POL:N0=-1;
secante;POL:N0=-1;
seco;POL:N0=-1;
sectário;POL:N0=-1;
sedentário;POL:N0=-1;
sedente;POL:N0=-1;
sedento;POL:N0=-1;
sedicioso;POL:N0=-1;
sedoso;POL:N0=1;
sedutor;POL:N0=1;
seduzir;POL:N0=1;POL:N1=0
segregado;POL:N0=-1;
seguir o caminho errado;POL:N0=-1;
segurança;POL:N0=1;
seguro;POL:N0=1;
selectivo;POL:N0=0;
selecto;POL:N0=1;
seletivo;POL:N0=0;
seleto;POL:N0=1;
selvagem;POL:N0=-1;
selvajaria;POL:N0=-1;
selvático;POL:N0=-1;
sem-carácter;POL:N0=-1;
sem-caráter;POL:N0=-1;
sem-sabor;POL:N0=-1;
sem-sal;POL:N0=-1;
semibárbaro;POL:N0=-1;
semicivilizado;POL:N0=-1;
semiconsciente;POL:N0=-1;
semidivino;POL:N0=1;
semierudito;POL:N0=0;
semilouco;POL:N0=-1;
semimorto;POL:N0=-1;
seminal;POL:N0=1;
seminu;POL:N0=-1;
semivivo;POL:N0=-1;
senhor do seu nariz;POL:N0=0;
senil;POL:N0=-1;
senilidade;POL:N0=-1;
sensaborão;POL:N0=-1;
sensacional;POL:N0=1;
sensacionalista;POL:N0=-1;
sensatez;POL:N0=1;
sensato;POL:N0=1;
sensibilizar;POL:N0=1;POL:N1=0
sensitivo;POL:N0=0;
sensível;POL:N0=1;
sensual;POL:N0=1;
sensualidade;POL:N0=1;
sentenciado;POL:N0=-1;
sentencioso;POL:N0=-1;
sentimental;POL:N0=0;
sentimentalista;POL:N0=0;
sentir dor de corno;POL:N0=-1;
