word,part_of_speech,target,polarity_n0,polarity_n1,anotation
ficar reduzido a nada,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar reduzido a zero,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar sem argumentos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fictício,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fidalgo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
fidedignidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fidedigno,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fidelidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fiel,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
figadal,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
filantrópico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
filantropo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
filho da puta,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
filosofante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
filosófico,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
filósofo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
finado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fincado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fingido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fingidor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fingimento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fingir,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
fino,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
finório,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fintar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
firme,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
firmeza,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fisgado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fiteiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fitinhas,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fiúza,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fixe,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
flagelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
flagelante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
flagelar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
flamante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
flamejante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
flatulência,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
flatulento,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
flébil,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fleumático,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
flexibilidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
flexível,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fluência,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fluente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fluidez,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fluido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fodido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fofo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fofoqueiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fofoquice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fogoso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
foito,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
folclórico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
foleirice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
foleiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
folgado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
folgazão,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
folião,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
fome,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
foragido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
forasteiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
forçado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
formal,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
formalista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
formidável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
formoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
formosura,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fornicador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
forreta,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fortalecido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
forte,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fortificado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
fosco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fotogenia,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fotogénico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fracalhote,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fracassado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fracassar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fracasso,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fraco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fracote,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frágil,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fragilidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fragilizado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fragilizar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
fragmentado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
franco,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
francófilo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
francófobo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
franqueza,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
franzino,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fraqueza,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fraternal,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fraternidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fraterno,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fraturado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fraude,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fraudulento,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fremente,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
frenético,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frescalhote,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fresco,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
frieza,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frigidez,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frígido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frito,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
frivolidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frívolo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frontal,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
frontalidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
frouxidão,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frouxo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frugal,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fruste,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frustração,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frustrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
frustrar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
fugaz,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
fugidio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fugido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fugir à questão,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fugir à responsabilidade,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fugir a sete pés,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fugir ao fisco,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fugir às perguntas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fugir às responsabilidades,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fugir com o rabo à seringa,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fugir,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
fugitivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fujão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fulgurante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
fulminante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fulo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
funcional,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
fundamentado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
fundamentalista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
funesto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
furão,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
furibundo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
furioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
furtar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
furtivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fustigar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
fútil,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
futilidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
futurista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
fuzilar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
gabar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gabaritado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
gabarola,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gabiru,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
gadelhudo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gafo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
gagá,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
gago,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
gaguez,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gaiteiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
galante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
galanteador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
galdério,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
galhardo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
galhofeiro,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
gamar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
ganância,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ganancioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gandulagem,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gandulo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gangrena,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ganhar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
ganir,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ganzado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
garboso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
garganeiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
garotice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
garoto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
garrido,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
gaseado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gastador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gastar mundos e fundos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gasto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gatuno,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gaudério,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gay,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
gelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gélido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
generalizador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
generosidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
generoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
genial,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
genialidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
génio,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
genioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gentil,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
gentileza,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
gentinha,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gentio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
genuinidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
genuíno,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
germanófilo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
germanófobo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gigante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
gigantesco,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
gingão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
glamoroso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
glamour,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
glória,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
glorificado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
glorioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
glutão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
goliardo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
golpeado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
gorado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
gordanchudo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gordo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gorducho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gordurento,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
gorduroso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
gostar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
gostável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
gostoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
governado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
gozador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
gozar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
gozo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grácil,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
graciosidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
gracioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
grafomania,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grafomaníaco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grafómano,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grandalhão,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
grandiloquente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
grandíloquo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
grandiosidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
grandioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
grato,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
grazina,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grimpo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
gringo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
gritante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
grosseirão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
grosseirismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grosseiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grosseria,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grosso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grotesco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
grudento,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
guapo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
guerra,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
guerreiro,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
guicho,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
guloso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hábil,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
habilidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
habilidoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
habilitado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
handicap,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
harmonia,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
harmônico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
harmónico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
harmonioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
hediondez,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hediondo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hemiplegia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hercúleo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
herege,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
heresia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
herético,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
hermético,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
herodiano,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
heroicidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
heróico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
heroinomania,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
heroinómano,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hesitante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
heteróclito,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
heterogéneo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
heterogêneo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
hidratado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
hidrófobo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
higiénico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
hílare,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
hilariante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
hiperactivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
hiperativo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
hiperbólico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hiperconservador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hiperconservadorismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hipercrítico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hiperculto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
hiperdotado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
hipersensibilidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hipersensível,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hipnotização,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hipnotizado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hipnotizar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=-1,ANOT=MAN
hipnotizável,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hipocondria,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hipocondríaco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hipocrisia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hipócrita,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hirsuto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
hirto,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
histeria,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
histérico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
histriónico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
hodierno,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
homenagear,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
homicida,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
homicídio,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
homiziado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
homogéneo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
honestidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
honesto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
honorabilidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
honorável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
honra,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
honradez,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
honrado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
honrar a sua palavra,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
honrar os seus compromissos,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
honrar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=0,ANOT=MAN
honroso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
horrendo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
horribilidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hórrido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
horrífico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
horripilação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
horripilante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
horrível,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
horror,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
horrorizar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
horroroso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hospitaleiro,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
hospitalidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
hostil,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
hostilidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
humanidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
humanista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
humanitário,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
humano,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
humilde,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
humilhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
humilhar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
humilhar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
ideal,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
idealista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
idílico,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
idiota,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
idiotia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
idiotice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
idólatra,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
idolatrado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
idoneidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
idôneo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
idóneo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
idoso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
ignaro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ignóbil,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ignomínia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ignominioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ignorado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
ignorância,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ignorante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ignorar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
ignoto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
igual,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
